invoice_date,product,region,retailer,sales_method,state,price_per_unit,total,units_sold
"December 9, 2021",Men's Athletic Footwear,Midwest,Amazon,Online,Ohio,65,"4,063",63
"November 10, 2021",Men's Athletic Footwear,Midwest,Amazon,Online,Ohio,24,34,14
"March 9, 2021",Men's Athletic Footwear,Midwest,Amazon,Online,Ohio,27,34,13
"February 22, 2021",Men's Athletic Footwear,Midwest,Amazon,Online,Ohio,38,22,6
"June 11, 2021",Men's Athletic Footwear,Midwest,Amazon,Online,Ohio,41,57,14
"August 10, 2021",Men's Athletic Footwear,Midwest,Amazon,Online,Ohio,58,113,20
"October 11, 2021",Men's Athletic Footwear,Midwest,Amazon,Online,Ohio,29,40,14
"January 22, 2021",Men's Athletic Footwear,Midwest,Amazon,Online,Ohio,38,30,8
"September 9, 2021",Men's Athletic Footwear,Midwest,Amazon,Online,Ohio,47,81,17
"July 9, 2021",Men's Athletic Footwear,Midwest,Amazon,Online,Ohio,56,109,20
"December 9, 2021",Men's Athletic Footwear,Midwest,Amazon,Online,Ohio,60,109,18
"April 10, 2021",Men's Athletic Footwear,Midwest,Amazon,Online,Ohio,28,31,11
"May 9, 2021",Men's Athletic Footwear,Midwest,Amazon,Online,Ohio,44,59,14
"April 10, 2021",Men's Street Footwear,Midwest,Amazon,Online,Ohio,30,"2,175",73
"March 9, 2021",Men's Street Footwear,Midwest,Amazon,Online,Ohio,30,"2,310",77
"November 10, 2021",Men's Street Footwear,Midwest,Amazon,Online,Ohio,35,"2,363",68
"January 22, 2021",Men's Street Footwear,Midwest,Amazon,Online,Ohio,40,"2,000",50
"February 22, 2021",Men's Street Footwear,Midwest,Amazon,Online,Ohio,40,"2,200",55
"October 11, 2021",Men's Street Footwear,Midwest,Amazon,Online,Ohio,40,"2,900",73
"May 9, 2021",Men's Street Footwear,Midwest,Amazon,Online,Ohio,45,"3,578",80
"June 11, 2021",Men's Street Footwear,Midwest,Amazon,Online,Ohio,50,"4,000",80
"September 9, 2021",Men's Street Footwear,Midwest,Amazon,Online,Ohio,55,"4,263",78
"August 10, 2021",Men's Street Footwear,Midwest,Amazon,Online,Ohio,65,"5,688",88
"July 9, 2021",Men's Street Footwear,Midwest,Amazon,Online,Ohio,65,"5,850",90
"December 9, 2021",Men's Street Footwear,Midwest,Amazon,Online,Ohio,75,"6,188",83
"May 9, 2021",Men's Street Footwear,Midwest,Amazon,Online,Ohio,42,87,21
"August 10, 2021",Men's Street Footwear,Midwest,Amazon,Online,Ohio,61,139,23
"December 9, 2021",Men's Street Footwear,Midwest,Amazon,Online,Ohio,70,162,23
"March 9, 2021",Men's Street Footwear,Midwest,Amazon,Online,Ohio,27,62,23
"November 10, 2021",Men's Street Footwear,Midwest,Amazon,Online,Ohio,34,57,17
"October 11, 2021",Men's Street Footwear,Midwest,Amazon,Online,Ohio,36,76,21
"July 9, 2021",Men's Street Footwear,Midwest,Amazon,Online,Ohio,63,159,25
"February 22, 2021",Men's Street Footwear,Midwest,Amazon,Online,Ohio,38,52,14
"June 11, 2021",Men's Street Footwear,Midwest,Amazon,Online,Ohio,49,114,23
"January 22, 2021",Men's Street Footwear,Midwest,Amazon,Online,Ohio,37,50,14
"September 9, 2021",Men's Street Footwear,Midwest,Amazon,Online,Ohio,50,113,23
"April 10, 2021",Men's Street Footwear,Midwest,Amazon,Online,Ohio,28,61,22
"January 22, 2021",Women's Apparel,Midwest,Amazon,Online,Ohio,40,"1,200",30
"March 9, 2021",Women's Apparel,Midwest,Amazon,Online,Ohio,30,"1,425",48
"February 11, 2021",Women's Apparel,Midwest,Amazon,Online,Ohio,30,"1,650",55
"April 10, 2021",Women's Apparel,Midwest,Amazon,Online,Ohio,35,"1,838",53
"October 11, 2021",Women's Apparel,Midwest,Amazon,Online,Ohio,40,"2,100",53
"September 9, 2021",Women's Apparel,Midwest,Amazon,Online,Ohio,40,"2,200",55
"May 9, 2021",Women's Apparel,Midwest,Amazon,Online,Ohio,55,"3,025",55
"August 10, 2021",Women's Apparel,Midwest,Amazon,Online,Ohio,60,"4,050",68
"June 11, 2021",Women's Apparel,Midwest,Amazon,Online,Ohio,70,"4,725",68
"July 9, 2021",Women's Apparel,Midwest,Amazon,Online,Ohio,70,"5,075",73
"November 10, 2021",Women's Apparel,Midwest,Amazon,Online,Ohio,80,"4,600",58
"January 22, 2021",Women's Apparel,Midwest,Amazon,Online,Ohio,37,30,8
"March 9, 2021",Women's Apparel,Midwest,Amazon,Online,Ohio,28,36,13
"February 11, 2021",Women's Apparel,Midwest,Amazon,Online,Ohio,29,41,14
"August 10, 2021",Women's Apparel,Midwest,Amazon,Online,Ohio,54,91,17
"September 9, 2021",Women's Apparel,Midwest,Amazon,Online,Ohio,37,51,14
"June 11, 2021",Women's Apparel,Midwest,Amazon,Online,Ohio,64,125,20
"October 11, 2021",Women's Apparel,Midwest,Amazon,Online,Ohio,38,56,15
"July 9, 2021",Women's Apparel,Midwest,Amazon,Online,Ohio,69,125,18
"May 9, 2021",Women's Apparel,Midwest,Amazon,Online,Ohio,53,76,14
"November 10, 2021",Women's Apparel,Midwest,Amazon,Online,Ohio,74,124,17
"April 10, 2021",Women's Apparel,Midwest,Amazon,Online,Ohio,34,47,14
"March 9, 2021",Women's Athletic Footwear,Midwest,Amazon,Online,Ohio,25,813,33
"April 10, 2021",Women's Athletic Footwear,Midwest,Amazon,Online,Ohio,25,875,35
"September 9, 2021",Women's Athletic Footwear,Midwest,Amazon,Online,Ohio,25,"1,125",45
"February 11, 2021",Women's Athletic Footwear,Midwest,Amazon,Online,Ohio,30,"1,125",38
"October 11, 2021",Women's Athletic Footwear,Midwest,Amazon,Online,Ohio,30,"1,200",40
"January 22, 2021",Women's Athletic Footwear,Midwest,Amazon,Online,Ohio,35,525,15
"May 9, 2021",Women's Athletic Footwear,Midwest,Amazon,Online,Ohio,40,"1,700",43
"August 10, 2021",Women's Athletic Footwear,Midwest,Amazon,Online,Ohio,45,"2,363",53
"June 11, 2021",Women's Athletic Footwear,Midwest,Amazon,Online,Ohio,50,"2,500",50
"July 9, 2021",Women's Athletic Footwear,Midwest,Amazon,Online,Ohio,55,"2,888",53
"November 10, 2021",Women's Athletic Footwear,Midwest,Amazon,Online,Ohio,65,"3,250",50
"April 10, 2021",Women's Athletic Footwear,Midwest,Amazon,Online,Ohio,24,24,10
"February 11, 2021",Women's Athletic Footwear,Midwest,Amazon,Online,Ohio,29,29,10
"January 22, 2021",Women's Athletic Footwear,Midwest,Amazon,Online,Ohio,34,14,4
"November 10, 2021",Women's Athletic Footwear,Midwest,Amazon,Online,Ohio,59,80,14
"September 9, 2021",Women's Athletic Footwear,Midwest,Amazon,Online,Ohio,24,27,11
"October 11, 2021",Women's Athletic Footwear,Midwest,Amazon,Online,Ohio,29,32,11
"August 10, 2021",Women's Athletic Footwear,Midwest,Amazon,Online,Ohio,41,65,16
"June 11, 2021",Women's Athletic Footwear,Midwest,Amazon,Online,Ohio,49,69,14
"March 9, 2021",Women's Athletic Footwear,Midwest,Amazon,Online,Ohio,24,24,10
"July 9, 2021",Women's Athletic Footwear,Midwest,Amazon,Online,Ohio,53,81,15
"May 9, 2021",Women's Athletic Footwear,Midwest,Amazon,Online,Ohio,38,47,12
"April 10, 2021",Women's Street Footwear,Midwest,Amazon,Online,Ohio,20,850,43
"March 9, 2021",Women's Street Footwear,Midwest,Amazon,Online,Ohio,20,950,48
"September 9, 2021",Women's Street Footwear,Midwest,Amazon,Online,Ohio,25,"1,188",48
"February 22, 2021",Women's Street Footwear,Midwest,Amazon,Online,Ohio,30,750,25
"January 22, 2021",Women's Street Footwear,Midwest,Amazon,Online,Ohio,30,900,30
"October 11, 2021",Women's Street Footwear,Midwest,Amazon,Online,Ohio,30,"1,275",43
"November 10, 2021",Women's Street Footwear,Midwest,Amazon,Online,Ohio,35,"1,558",45
"May 9, 2021",Women's Street Footwear,Midwest,Amazon,Online,Ohio,40,"1,900",48
"June 11, 2021",Women's Street Footwear,Midwest,Amazon,Online,Ohio,50,"2,625",53
"July 9, 2021",Women's Street Footwear,Midwest,Amazon,Online,Ohio,55,"3,163",58
"August 10, 2021",Women's Street Footwear,Midwest,Amazon,Online,Ohio,55,"3,163",58
"November 10, 2021",Women's Street Footwear,Midwest,Amazon,Online,Ohio,32,37,12
"May 9, 2021",Women's Street Footwear,Midwest,Amazon,Online,Ohio,39,56,14
"July 9, 2021",Women's Street Footwear,Midwest,Amazon,Online,Ohio,51,88,17
"August 10, 2021",Women's Street Footwear,Midwest,Amazon,Online,Ohio,53,80,15
"January 22, 2021",Women's Street Footwear,Midwest,Amazon,Online,Ohio,28,21,8
"April 10, 2021",Women's Street Footwear,Midwest,Amazon,Online,Ohio,19,20,11
"March 9, 2021",Women's Street Footwear,Midwest,Amazon,Online,Ohio,20,25,12
"October 11, 2021",Women's Street Footwear,Midwest,Amazon,Online,Ohio,27,29,11
"February 22, 2021",Women's Street Footwear,Midwest,Amazon,Online,Ohio,29,18,6
"June 11, 2021",Women's Street Footwear,Midwest,Amazon,Online,Ohio,49,70,14
"September 9, 2021",Women's Street Footwear,Midwest,Amazon,Online,Ohio,23,32,14
"August 9, 2021",Men's Apparel,Midwest,Foot Locker,Online,Illinois,59,34,6
"July 10, 2021",Men's Apparel,Midwest,Foot Locker,Online,Illinois,47,26,6
"July 22, 2021",Men's Apparel,Midwest,Foot Locker,Online,Illinois,49,24,5
"June 28, 2021",Men's Apparel,Midwest,Foot Locker,Online,Illinois,59,21,4
"June 10, 2021",Men's Apparel,Midwest,Foot Locker,Online,Illinois,50,22,4
"June 22, 2021",Men's Apparel,Midwest,Foot Locker,Online,Illinois,54,15,3
"July 28, 2021",Men's Apparel,Midwest,Foot Locker,Online,Illinois,56,18,3
"June 16, 2021",Men's Apparel,Midwest,Foot Locker,Online,Illinois,56,21,4
"June 4, 2021",Men's Apparel,Midwest,Foot Locker,Online,Illinois,53,25,5
"July 4, 2021",Men's Apparel,Midwest,Foot Locker,Online,Illinois,46,23,5
"July 16, 2021",Men's Apparel,Midwest,Foot Locker,Online,Illinois,49,25,5
"August 3, 2021",Men's Apparel,Midwest,Foot Locker,Online,Illinois,56,23,4
"July 5, 2021",Men's Apparel,Midwest,Foot Locker,Online,Iowa,46,28,6
"August 6, 2021",Men's Apparel,Midwest,Foot Locker,Online,Iowa,48,24,5
"September 7, 2021",Men's Apparel,Midwest,Foot Locker,Online,Iowa,34,15,5
"April 6, 2021",Men's Apparel,Midwest,Foot Locker,Online,Iowa,55,19,3
"March 5, 2021",Men's Apparel,Midwest,Foot Locker,Online,Iowa,28,11,4
"June 6, 2021",Men's Apparel,Midwest,Foot Locker,Online,Iowa,34,15,4
"October 6, 2021",Men's Apparel,Midwest,Foot Locker,Online,Iowa,42,16,4
"February 6, 2021",Men's Apparel,Midwest,Foot Locker,Online,Iowa,38,14,4
"May 7, 2021",Men's Apparel,Midwest,Foot Locker,Online,Iowa,43,18,4
"January 12, 2021",Men's Apparel,Midwest,Foot Locker,Online,Kansas,50,875,18
"January 12, 2021",Men's Apparel,Midwest,Foot Locker,Online,Kansas,48,21,4
"January 18, 2021",Men's Apparel,Midwest,Foot Locker,Online,Michigan,39,38,10
"December 15, 2021",Men's Apparel,Midwest,Foot Locker,Online,Michigan,55,79,14
"November 8, 2020",Men's Apparel,Midwest,Foot Locker,Online,Minnesota,47,7,1
"October 27, 2020",Men's Apparel,Midwest,Foot Locker,Online,Minnesota,41,18,4
"December 2, 2020",Men's Apparel,Midwest,Foot Locker,Online,Minnesota,42,18,4
"November 26, 2020",Men's Apparel,Midwest,Foot Locker,Online,Minnesota,49,28,6
"November 14, 2020",Men's Apparel,Midwest,Foot Locker,Online,Minnesota,50,10,2
"December 26, 2020",Men's Apparel,Midwest,Foot Locker,Online,Minnesota,54,24,4
"December 14, 2020",Men's Apparel,Midwest,Foot Locker,Online,Minnesota,41,8,2
"November 2, 2020",Men's Apparel,Midwest,Foot Locker,Online,Minnesota,47,9,2
"November 20, 2020",Men's Apparel,Midwest,Foot Locker,Online,Minnesota,49,22,5
"December 20, 2020",Men's Apparel,Midwest,Foot Locker,Online,Minnesota,52,18,3
"December 8, 2020",Men's Apparel,Midwest,Foot Locker,Online,Minnesota,32,11,3
"October 21, 2020",Men's Apparel,Midwest,Foot Locker,Online,Minnesota,43,17,4
"April 18, 2021",Men's Apparel,Midwest,Foot Locker,Online,Missouri,36,23,7
"February 18, 2021",Men's Apparel,Midwest,Foot Locker,Online,Missouri,38,33,9
"June 18, 2021",Men's Apparel,Midwest,Foot Locker,Online,Missouri,38,39,10
"September 19, 2021",Men's Apparel,Midwest,Foot Locker,Online,Missouri,23,18,8
"October 18, 2021",Men's Apparel,Midwest,Foot Locker,Online,Missouri,32,22,7
"August 18, 2021",Men's Apparel,Midwest,Foot Locker,Online,Missouri,34,28,8
"November 18, 2021",Men's Apparel,Midwest,Foot Locker,Online,Missouri,43,35,8
"May 19, 2021",Men's Apparel,Midwest,Foot Locker,Online,Missouri,44,31,7
"July 17, 2021",Men's Apparel,Midwest,Foot Locker,Online,Missouri,37,35,9
"March 17, 2021",Men's Apparel,Midwest,Foot Locker,Online,Missouri,41,31,8
"May 25, 2021",Men's Apparel,Midwest,Foot Locker,Online,Nebraska,43,15,4
"July 24, 2021",Men's Apparel,Midwest,Foot Locker,Online,Nebraska,48,13,3
"June 18, 2021",Men's Apparel,Midwest,Foot Locker,Online,Nebraska,46,6,1
"June 6, 2021",Men's Apparel,Midwest,Foot Locker,Online,Nebraska,45,6,1
"July 12, 2021",Men's Apparel,Midwest,Foot Locker,Online,Nebraska,29,6,2
"July 18, 2021",Men's Apparel,Midwest,Foot Locker,Online,Nebraska,37,3,1
"July 6, 2021",Men's Apparel,Midwest,Foot Locker,Online,Nebraska,37,10,3
"June 12, 2021",Men's Apparel,Midwest,Foot Locker,Online,Nebraska,42,3,1
"July 30, 2021",Men's Apparel,Midwest,Foot Locker,Online,Nebraska,45,18,4
"May 31, 2021",Men's Apparel,Midwest,Foot Locker,Online,Nebraska,41,13,3
"June 30, 2021",Men's Apparel,Midwest,Foot Locker,Online,Nebraska,41,18,4
"June 24, 2021",Men's Apparel,Midwest,Foot Locker,Online,Nebraska,42,18,4
"November 9, 2021",Men's Apparel,Midwest,Foot Locker,Online,North Dakota,55,24,4
"December 8, 2021",Men's Apparel,Midwest,Foot Locker,Online,North Dakota,58,31,5
"January 6, 2021",Men's Apparel,Midwest,Foot Locker,Online,North Dakota,38,16,4
"September 13, 2021",Men's Apparel,Midwest,Foot Locker,Online,South Dakota,45,675,15
"June 12, 2021",Men's Apparel,Midwest,Foot Locker,Online,South Dakota,45,788,18
"February 12, 2021",Men's Apparel,Midwest,Foot Locker,Online,South Dakota,50,875,18
"March 11, 2021",Men's Apparel,Midwest,Foot Locker,Online,South Dakota,50,625,13
"August 12, 2021",Men's Apparel,Midwest,Foot Locker,Online,South Dakota,50,875,18
"July 11, 2021",Men's Apparel,Midwest,Foot Locker,Online,South Dakota,50,"1,000",20
"May 13, 2021",Men's Apparel,Midwest,Foot Locker,Online,South Dakota,55,688,13
"October 12, 2021",Men's Apparel,Midwest,Foot Locker,Online,South Dakota,55,688,13
"April 12, 2021",Men's Apparel,Midwest,Foot Locker,Online,South Dakota,60,600,10
"June 12, 2021",Men's Apparel,Midwest,Foot Locker,Online,South Dakota,41,21,5
"February 12, 2021",Men's Apparel,Midwest,Foot Locker,Online,South Dakota,48,22,5
"August 12, 2021",Men's Apparel,Midwest,Foot Locker,Online,South Dakota,47,22,5
"July 11, 2021",Men's Apparel,Midwest,Foot Locker,Online,South Dakota,49,25,5
"April 12, 2021",Men's Apparel,Midwest,Foot Locker,Online,South Dakota,56,16,3
"October 12, 2021",Men's Apparel,Midwest,Foot Locker,Online,South Dakota,54,21,4
"September 13, 2021",Men's Apparel,Midwest,Foot Locker,Online,South Dakota,41,17,4
"March 11, 2021",Men's Apparel,Midwest,Foot Locker,Online,South Dakota,47,15,3
"May 13, 2021",Men's Apparel,Midwest,Foot Locker,Online,South Dakota,51,19,4
"July 1, 2021",Men's Athletic Footwear,Midwest,Foot Locker,Online,Illinois,43,27,6
"July 7, 2021",Men's Athletic Footwear,Midwest,Foot Locker,Online,Illinois,43,35,8
"June 25, 2021",Men's Athletic Footwear,Midwest,Foot Locker,Online,Illinois,53,29,5
"July 13, 2021",Men's Athletic Footwear,Midwest,Foot Locker,Online,Illinois,41,39,9
"June 19, 2021",Men's Athletic Footwear,Midwest,Foot Locker,Online,Illinois,48,21,4
"June 7, 2021",Men's Athletic Footwear,Midwest,Foot Locker,Online,Illinois,43,22,5
"July 31, 2021",Men's Athletic Footwear,Midwest,Foot Locker,Online,Illinois,46,30,7
"June 13, 2021",Men's Athletic Footwear,Midwest,Foot Locker,Online,Illinois,46,28,6
"August 6, 2021",Men's Athletic Footwear,Midwest,Foot Locker,Online,Illinois,46,35,8
"July 19, 2021",Men's Athletic Footwear,Midwest,Foot Locker,Online,Illinois,41,34,8
"July 25, 2021",Men's Athletic Footwear,Midwest,Foot Locker,Online,Illinois,49,37,8
"March 5, 2021",Men's Athletic Footwear,Midwest,Foot Locker,Online,Iowa,19,9,5
"October 6, 2021",Men's Athletic Footwear,Midwest,Foot Locker,Online,Iowa,32,24,8
"May 7, 2021",Men's Athletic Footwear,Midwest,Foot Locker,Online,Iowa,37,23,6
"August 6, 2021",Men's Athletic Footwear,Midwest,Foot Locker,Online,Iowa,42,33,8
"September 7, 2021",Men's Athletic Footwear,Midwest,Foot Locker,Online,Iowa,27,21,8
"June 6, 2021",Men's Athletic Footwear,Midwest,Foot Locker,Online,Iowa,28,22,8
"April 6, 2021",Men's Athletic Footwear,Midwest,Foot Locker,Online,Iowa,18,9,5
"July 5, 2021",Men's Athletic Footwear,Midwest,Foot Locker,Online,Iowa,44,38,9
"February 12, 2021",Men's Athletic Footwear,Midwest,Foot Locker,Online,Kansas,40,700,18
"January 12, 2021",Men's Athletic Footwear,Midwest,Foot Locker,Online,Kansas,40,"1,100",28
"January 12, 2021",Men's Athletic Footwear,Midwest,Foot Locker,Online,Kansas,37,30,8
"February 12, 2021",Men's Athletic Footwear,Midwest,Foot Locker,Online,Kansas,39,18,5
"January 18, 2021",Men's Athletic Footwear,Midwest,Foot Locker,Online,Michigan,29,36,12
"February 18, 2021",Men's Athletic Footwear,Midwest,Foot Locker,Online,Michigan,28,26,9
"October 30, 2020",Men's Athletic Footwear,Midwest,Foot Locker,Online,Minnesota,38,13,4
"December 17, 2020",Men's Athletic Footwear,Midwest,Foot Locker,Online,Minnesota,38,20,5
"November 17, 2020",Men's Athletic Footwear,Midwest,Foot Locker,Online,Minnesota,38,19,5
"November 29, 2020",Men's Athletic Footwear,Midwest,Foot Locker,Online,Minnesota,43,37,9
"November 11, 2020",Men's Athletic Footwear,Midwest,Foot Locker,Online,Minnesota,44,19,4
"November 5, 2020",Men's Athletic Footwear,Midwest,Foot Locker,Online,Minnesota,38,11,3
"December 11, 2020",Men's Athletic Footwear,Midwest,Foot Locker,Online,Minnesota,34,20,6
"October 24, 2020",Men's Athletic Footwear,Midwest,Foot Locker,Online,Minnesota,34,13,4
"December 5, 2020",Men's Athletic Footwear,Midwest,Foot Locker,Online,Minnesota,37,27,7
"November 23, 2020",Men's Athletic Footwear,Midwest,Foot Locker,Online,Minnesota,42,32,8
"December 23, 2020",Men's Athletic Footwear,Midwest,Foot Locker,Online,Minnesota,42,32,8
"November 18, 2021",Men's Athletic Footwear,Midwest,Foot Locker,Online,Missouri,23,20,9
"March 17, 2021",Men's Athletic Footwear,Midwest,Foot Locker,Online,Missouri,34,30,9
"June 18, 2021",Men's Athletic Footwear,Midwest,Foot Locker,Online,Missouri,27,25,9
"August 18, 2021",Men's Athletic Footwear,Midwest,Foot Locker,Online,Missouri,38,54,14
"September 19, 2021",Men's Athletic Footwear,Midwest,Foot Locker,Online,Missouri,28,28,10
"July 17, 2021",Men's Athletic Footwear,Midwest,Foot Locker,Online,Missouri,33,43,13
"May 19, 2021",Men's Athletic Footwear,Midwest,Foot Locker,Online,Missouri,34,30,9
"December 17, 2021",Men's Athletic Footwear,Midwest,Foot Locker,Online,Missouri,32,36,11
"April 18, 2021",Men's Athletic Footwear,Midwest,Foot Locker,Online,Missouri,27,19,7
"October 18, 2021",Men's Athletic Footwear,Midwest,Foot Locker,Online,Missouri,24,22,9
"June 9, 2021",Men's Athletic Footwear,Midwest,Foot Locker,Online,Nebraska,32,7,2
"June 27, 2021",Men's Athletic Footwear,Midwest,Foot Locker,Online,Nebraska,37,30,8
"July 15, 2021",Men's Athletic Footwear,Midwest,Foot Locker,Online,Nebraska,29,12,4
"July 21, 2021",Men's Athletic Footwear,Midwest,Foot Locker,Online,Nebraska,29,12,4
"July 9, 2021",Men's Athletic Footwear,Midwest,Foot Locker,Online,Nebraska,33,18,6
"June 3, 2021",Men's Athletic Footwear,Midwest,Foot Locker,Online,Nebraska,39,10,3
"July 3, 2021",Men's Athletic Footwear,Midwest,Foot Locker,Online,Nebraska,42,34,8
"June 21, 2021",Men's Athletic Footwear,Midwest,Foot Locker,Online,Nebraska,32,14,5
"May 28, 2021",Men's Athletic Footwear,Midwest,Foot Locker,Online,Nebraska,33,13,4
"July 27, 2021",Men's Athletic Footwear,Midwest,Foot Locker,Online,Nebraska,36,23,6
"June 15, 2021",Men's Athletic Footwear,Midwest,Foot Locker,Online,Nebraska,38,13,3
"November 9, 2021",Men's Athletic Footwear,Midwest,Foot Locker,Online,North Dakota,36,26,7
"December 8, 2021",Men's Athletic Footwear,Midwest,Foot Locker,Online,North Dakota,46,35,8
"February 6, 2021",Men's Athletic Footwear,Midwest,Foot Locker,Online,North Dakota,28,13,5
"January 6, 2021",Men's Athletic Footwear,Midwest,Foot Locker,Online,North Dakota,29,20,7
"April 12, 2021",Men's Athletic Footwear,Midwest,Foot Locker,Online,South Dakota,40,600,15
"March 11, 2021",Men's Athletic Footwear,Midwest,Foot Locker,Online,South Dakota,40,800,20
"June 12, 2021",Men's Athletic Footwear,Midwest,Foot Locker,Online,South Dakota,40,"1,000",25
"September 13, 2021",Men's Athletic Footwear,Midwest,Foot Locker,Online,South Dakota,40,"1,100",28
"October 12, 2021",Men's Athletic Footwear,Midwest,Foot Locker,Online,South Dakota,45,"1,125",25
"July 11, 2021",Men's Athletic Footwear,Midwest,Foot Locker,Online,South Dakota,45,"1,350",30
"August 12, 2021",Men's Athletic Footwear,Midwest,Foot Locker,Online,South Dakota,45,"1,350",30
"May 13, 2021",Men's Athletic Footwear,Midwest,Foot Locker,Online,South Dakota,50,"1,000",20
"June 12, 2021",Men's Athletic Footwear,Midwest,Foot Locker,Online,South Dakota,39,27,7
"September 13, 2021",Men's Athletic Footwear,Midwest,Foot Locker,Online,South Dakota,39,31,8
"April 12, 2021",Men's Athletic Footwear,Midwest,Foot Locker,Online,South Dakota,39,16,4
"March 11, 2021",Men's Athletic Footwear,Midwest,Foot Locker,Online,South Dakota,37,19,5
"October 12, 2021",Men's Athletic Footwear,Midwest,Foot Locker,Online,South Dakota,41,31,8
"August 12, 2021",Men's Athletic Footwear,Midwest,Foot Locker,Online,South Dakota,42,33,8
"July 11, 2021",Men's Athletic Footwear,Midwest,Foot Locker,Online,South Dakota,44,36,8
"May 13, 2021",Men's Athletic Footwear,Midwest,Foot Locker,Online,South Dakota,45,27,6
"July 18, 2021",Men's Street Footwear,Midwest,Foot Locker,Online,Illinois,47,63,14
"June 6, 2021",Men's Street Footwear,Midwest,Foot Locker,Online,Illinois,44,70,16
"July 12, 2021",Men's Street Footwear,Midwest,Foot Locker,Online,Illinois,49,73,15
"July 6, 2021",Men's Street Footwear,Midwest,Foot Locker,Online,Illinois,47,76,16
"June 18, 2021",Men's Street Footwear,Midwest,Foot Locker,Online,Illinois,48,59,12
"July 30, 2021",Men's Street Footwear,Midwest,Foot Locker,Online,Illinois,55,62,11
"June 24, 2021",Men's Street Footwear,Midwest,Foot Locker,Online,Illinois,58,78,13
"June 30, 2021",Men's Street Footwear,Midwest,Foot Locker,Online,Illinois,46,62,14
"June 12, 2021",Men's Street Footwear,Midwest,Foot Locker,Online,Illinois,47,68,14
"July 24, 2021",Men's Street Footwear,Midwest,Foot Locker,Online,Illinois,56,64,12
"August 5, 2021",Men's Street Footwear,Midwest,Foot Locker,Online,Illinois,57,86,15
"March 5, 2021",Men's Street Footwear,Midwest,Foot Locker,Online,Iowa,19,26,14
"September 7, 2021",Men's Street Footwear,Midwest,Foot Locker,Online,Iowa,34,45,13
"October 6, 2021",Men's Street Footwear,Midwest,Foot Locker,Online,Iowa,43,48,11
"June 6, 2021",Men's Street Footwear,Midwest,Foot Locker,Online,Iowa,32,44,14
"August 6, 2021",Men's Street Footwear,Midwest,Foot Locker,Online,Iowa,49,64,13
"May 7, 2021",Men's Street Footwear,Midwest,Foot Locker,Online,Iowa,57,83,15
"July 5, 2021",Men's Street Footwear,Midwest,Foot Locker,Online,Iowa,49,68,14
"April 6, 2021",Men's Street Footwear,Midwest,Foot Locker,Online,Iowa,20,25,12
"January 12, 2021",Men's Street Footwear,Midwest,Foot Locker,Online,Kansas,40,"1,900",48
"February 12, 2021",Men's Street Footwear,Midwest,Foot Locker,Online,Kansas,40,"2,100",53
"January 12, 2021",Men's Street Footwear,Midwest,Foot Locker,Online,Kansas,38,52,14
"February 12, 2021",Men's Street Footwear,Midwest,Foot Locker,Online,Kansas,37,58,16
"January 18, 2021",Men's Street Footwear,Midwest,Foot Locker,Online,Michigan,27,42,16
"February 18, 2021",Men's Street Footwear,Midwest,Foot Locker,Online,Michigan,29,53,18
"October 23, 2020",Men's Street Footwear,Midwest,Foot Locker,Online,Minnesota,32,43,14
"November 4, 2020",Men's Street Footwear,Midwest,Foot Locker,Online,Minnesota,36,43,12
"December 10, 2020",Men's Street Footwear,Midwest,Foot Locker,Online,Minnesota,41,40,10
"December 16, 2020",Men's Street Footwear,Midwest,Foot Locker,Online,Minnesota,46,42,9
"November 28, 2020",Men's Street Footwear,Midwest,Foot Locker,Online,Minnesota,47,64,14
"November 10, 2020",Men's Street Footwear,Midwest,Foot Locker,Online,Minnesota,48,56,12
"November 22, 2020",Men's Street Footwear,Midwest,Foot Locker,Online,Minnesota,49,78,16
"December 4, 2020",Men's Street Footwear,Midwest,Foot Locker,Online,Minnesota,43,49,11
"November 16, 2020",Men's Street Footwear,Midwest,Foot Locker,Online,Minnesota,44,47,11
"October 29, 2020",Men's Street Footwear,Midwest,Foot Locker,Online,Minnesota,39,45,12
"December 22, 2020",Men's Street Footwear,Midwest,Foot Locker,Online,Minnesota,50,62,12
"September 19, 2021",Men's Street Footwear,Midwest,Foot Locker,Online,Missouri,32,56,17
"August 18, 2021",Men's Street Footwear,Midwest,Foot Locker,Online,Missouri,38,77,20
"October 18, 2021",Men's Street Footwear,Midwest,Foot Locker,Online,Missouri,34,45,13
"November 18, 2021",Men's Street Footwear,Midwest,Foot Locker,Online,Missouri,34,51,15
"March 17, 2021",Men's Street Footwear,Midwest,Foot Locker,Online,Missouri,34,63,19
"May 19, 2021",Men's Street Footwear,Midwest,Foot Locker,Online,Missouri,39,70,18
"April 18, 2021",Men's Street Footwear,Midwest,Foot Locker,Online,Missouri,33,48,14
"December 17, 2021",Men's Street Footwear,Midwest,Foot Locker,Online,Missouri,41,67,16
"June 18, 2021",Men's Street Footwear,Midwest,Foot Locker,Online,Missouri,32,54,17
"July 17, 2021",Men's Street Footwear,Midwest,Foot Locker,Online,Missouri,36,73,20
"July 26, 2021",Men's Street Footwear,Midwest,Foot Locker,Online,Nebraska,49,57,12
"June 26, 2021",Men's Street Footwear,Midwest,Foot Locker,Online,Nebraska,43,71,17
